MPPb_MPPc_CLP_CMP,7
MPPa_CMP_MEP_GMP,9
MPPa_MPPc_MEP_GMP,3
MPPa_MPPc_CMP_GMP,7
MPPa_MPPc_CLP_GMP,1
MPPa_MPPc_CLP_CMP,1
MPPa_MPPb_MEP_GMP,6
MPPa_MPPb_CMP_GMP,7
MPPa_MPPb_CMP_MEP,6
MPPa_MPPb_CLP_GMP,1
MPPa_MPPb_CLP_MEP,1
MPPa_MPPb_CLP_CMP,1
MPPa_MPPb_MPPc_GMP,19
MPPa_MPPb_MPPc_MEP,6
MPPa_MPPb_MPPc_CMP,24
MPPa_MPPb_MPPc_CLP,6
HSC_CLP_MEP_GMP,1
HSC_CLP_CMP_MEP,2
HSC_MPPc_MEP_GMP,1
HSC_MPPc_CMP_GMP,1
HSC_MPPb_CMP_GMP,3
HSC_MPPb_CMP_MEP,1
HSC_MPPb_CLP_GMP,1
HSC_MPPb_CLP_MEP,1
HSC_MPPb_CLP_CMP,1
HSC_MPPb_MPPc_GMP,8
HSC_MPPb_MPPc_MEP,1
HSC_MPPb_MPPc_CMP,4
HSC_MPPb_MPPc_CLP,2
HSC_MPPa_CMP_GMP,2
HSC_MPPa_CMP_MEP,1
HSC_MPPa_CLP_GMP,1
HSC_MPPa_CLP_MEP,3
HSC_MPPa_MPPc_MEP,1
HSC_MPPa_MPPc_CLP,1
HSC_MPPa_MPPb_GMP,5
HSC_MPPa_MPPb_MEP,2
HSC_MPPa_MPPb_CMP,7
HSC_MPPa_MPPb_CLP,4
HSC_MPPa_MPPb_MPPc,21
CMP_MEP_GMP,35
CLP_MEP_GMP,11
CLP_CMP_GMP,9
CLP_CMP_MEP,3
MPPc_MEP_GMP,19
MPPc_CMP_GMP,41
MPPc_CMP_MEP,10
MPPc_CLP_GMP,8
MPPc_CLP_MEP,3
MPPc_CLP_CMP,7
MPPb_MEP_GMP,15
MPPb_CMP_GMP,28
MPPb_CMP_MEP,7
MPPb_CLP_GMP,5
MPPb_CLP_MEP,2
MPPb_CLP_CMP,1
MPPb_MPPc_GMP,57
MPPb_MPPc_MEP,10
MPPb_MPPc_CMP,35
MPPb_MPPc_CLP,11
MPPa_MEP_GMP,1
MPPa_CMP_GMP,6
MPPa_CMP_MEP,3
MPPa_CLP_GMP,2
MPPa_CLP_CMP,1
MPPa_MPPc_GMP,9
MPPa_MPPc_MEP,3
MPPa_MPPc_CMP,5
MPPa_MPPc_CLP,1
MPPa_MPPb_GMP,5
MPPa_MPPb_MEP,4
MPPa_MPPb_CMP,6
MPPa_MPPb_CLP,1
MPPa_MPPb_MPPc,41
HSC_MEP_GMP,2
HSC_CMP_GMP,1
HSC_CMP_MEP,1
HSC_CLP_GMP,1
HSC_CLP_MEP,4
HSC_MPPc_GMP,1
HSC_MPPc_CMP,1
HSC_MPPc_CLP,1
HSC_MPPb_GMP,3
HSC_MPPb_MEP,2
HSC_MPPb_CLP,7
HSC_MPPb_MPPc,15
HSC_MPPa_GMP,2
HSC_MPPa_MEP,2
HSC_MPPa_CMP,2
HSC_MPPa_CLP,2
HSC_MPPa_MPPc,2
HSC_MPPa_MPPb,13
MEP_GMP,49
CMP_GMP,74
CMP_MEP,29
CLP_GMP,19
CLP_MEP,7
CLP_CMP,3
MPPc_GMP,64
MPPc_MEP,15
MPPc_CMP,28
MPPc_CLP,8
MPPb_GMP,37
MPPb_MEP,15
MPPb_CMP,13
MPPb_CLP,8
MPPb_MPPc,79
MPPa_GMP,11
MPPa_MEP,3
MPPa_CMP,6
MPPa_CLP,4
MPPa_MPPc,12
MPPa_MPPb,22
HSC_GMP,6
HSC_MEP,4
HSC_CMP,6
HSC_CLP,3
HSC_MPPc,5
HSC_MPPb,45
HSC_MPPa,23
GMP,340
MEP,104
CMP,101
CLP,69
MPPc,216
MPPb,151
MPPa,51
HSC,101
